0.549059,-0.246904,-0.118497,-0.828716,1.02654,1.31822,-0.523683,0.889372,1.25238,16,1.78994
0.554276,-0.246029,-0.115892,-0.831614,1.02605,1.31677,-0.523683,0.889372,1.25238,16,1.80048
0.560909,-0.246045,-0.115479,-0.835299,1.02606,1.31654,-0.523683,0.889372,1.25238,16,1.81108
0.572748,-0.245119,-0.112243,-0.841877,1.02555,1.31474,-0.523683,0.889372,1.25238,16,1.82153
0.578707,-0.244791,-0.110729,-0.845187,1.02537,1.3139,-0.523683,0.889372,1.25238,16,1.83199
0.58494,-0.244505,-0.109023,-0.84865,1.02521,1.31295,-0.523683,0.889372,1.25238,16,1.8426
0.590587,-0.243893,-0.107294,-0.851787,1.02487,1.31199,-0.523683,0.889372,1.25238,16,1.85318
0.597547,-0.244091,-0.10697,-0.855654,1.02498,1.31181,-0.523683,0.889372,1.25238,16,1.86365
0.60234,-0.243231,-0.104023,-0.858316,1.0245,1.31017,-0.523683,0.889372,1.25238,16,1.87411
0.609173,-0.243157,-0.103379,-0.862113,1.02446,1.30982,-0.523683,0.889372,1.25238,16,1.8848
0.615095,-0.242674,-0.101847,-0.865402,1.02419,1.30896,-0.523683,0.889372,1.25238,16,1.89521
0.620724,-0.242246,-0.100197,-0.86853,1.02395,1.30805,-0.523683,0.889372,1.25238,16,1.90572
0.625268,-0.24102,-0.0971359,-0.871054,1.02327,1.30635,-0.523683,0.889372,1.25238,16,1.91627
0.631868,-0.240889,-0.0966441,-0.874721,1.0232,1.30607,-0.523683,0.889372,1.25238,16,1.92678
0.636369,-0.239922,-0.0937224,-0.877222,1.02266,1.30445,-0.523683,0.889372,1.25238,16,1.93732
0.642794,-0.240043,-0.0931589,-0.880791,1.02273,1.30414,-0.523683,0.889372,1.25238,16,1.94796
0.648379,-0.239353,-0.0916121,-0.883894,1.02235,1.30328,-0.523683,0.889372,1.25238,16,1.95842
0.654652,-0.239252,-0.0910522,-0.887379,1.02229,1.30297,-0.523683,0.889372,1.25238,16,1.96894
0.658949,-0.238331,-0.0880855,-0.889766,1.02178,1.30132,-0.523683,0.889372,1.25238,16,1.97947
0.664356,-0.237878,-0.0866978,-0.89277,1.02153,1.30055,-0.523683,0.889372,1.25238,16,1.98992
0.669567,-0.237263,-0.0849321,-0.895665,1.02118,1.29957,-0.523683,0.889372,1.25238,16,2.00047
0.675456,-0.237203,-0.0843291,-0.898937,1.02115,1.29923,-0.523683,0.889372,1.25238,16,2.01147
0.680392,-0.236598,-0.0826619,-0.901679,1.02082,1.29831,-0.523683,0.889372,1.25238,16,2.02151
0.689199,-0.235145,-0.0782813,-0.906572,1.02001,1.29587,-0.523683,0.889372,1.25238,16,2.03203
0.694706,-0.235013,-0.0776032,-0.909631,1.01994,1.2955,-0.523683,0.889372,1.25238,16,2.0426
0.69929,-0.234499,-0.0759441,-0.912178,1.01965,1.29457,-0.523683,0.889372,1.25238,16,2.05315
0.703837,-0.233995,-0.0743485,-0.914704,1.01937,1.29369,-0.523683,0.889372,1.25238,16,2.06371
0.708132,-0.233455,-0.0727104,-0.91709,1.01907,1.29278,-0.523683,0.889372,1.25238,16,2.07422
0.712294,-0.23286,-0.0709756,-0.919402,1.01874,1.29181,-0.523683,0.889372,1.25238,16,2.08476
0.716394,-0.23234,-0.0693392,-0.92168,1.01845,1.29091,-0.523683,0.889372,1.25238,16,2.09519
0.719568,-0.231253,-0.0666031,-0.923443,1.01785,1.28939,-0.523683,0.889372,1.25238,16,2.10581
0.724126,-0.231288,-0.0659983,-0.925975,1.01787,1.28905,-0.523683,0.889372,1.25238,16,2.11624
