-0.795295,0.857473,1.0817
-0.8,0.8,1
-0.793136,0.700791,1.01051
-0.8,0.8,1
-0.720464,0.923341,1.08956
-0.795295,0.857473,1.0817
-0.639914,0.949762,1.03652
-0.8,0.8,1
-0.736042,0.625467,1.04317
-0.793136,0.700791,1.01051
-0.641971,0.594185,1.05628
-0.736042,0.625467,1.04317
-0.615673,0.551219,0.969899
-0.8,0.8,1
-0.561657,0.470448,0.993526
-0.8,0.8,1
-0.599705,0.578729,0.875093
-0.615673,0.551219,0.969899
-0.831538,0.865666,0.931492
-0.8,0.8,1
-0.474748,0.422581,0.981047
-0.561657,0.470448,0.993526
-0.527061,0.608603,0.813202
-0.8,0.8,1
-0.411039,0.358802,1.02433
-0.474748,0.422581,0.981047
-0.320396,0.400477,1.01747
-0.411039,0.358802,1.02433
-0.230083,0.36663,0.991053
-0.8,0.8,1
-0.920347,0.842278,0.971064
-0.831538,0.865666,0.931492
-0.166338,0.290204,0.981266
-0.230083,0.36663,0.991053
-0.437752,0.262442,1.02547
-0.411039,0.358802,1.02433
-0.55451,0.616076,0.717334
-0.527061,0.608603,0.813202
-0.113114,0.224944,1.03519
-0.166338,0.290204,0.981266
-0.0394709,0.187735,0.978695
-0.8,0.8,1
-0.556763,0.96225,1.09065
-0.8,0.8,1
-0.626453,0.558699,0.678193
-0.55451,0.616076,0.717334
-0.576038,0.517191,0.60246
-0.626453,0.558699,0.678193
0.056595,0.18787,0.950922
-0.0394709,0.187735,0.978695
-0.553847,1.04363,1.14869
-0.556763,0.96225,1.09065
0.0865489,0.104176,0.996726
0.056595,0.18787,0.950922
0.149369,0.0579922,1.05934
-0.8,0.8,1
-0.526921,1.10419,1.07381
-0.8,0.8,1
0.215886,0.047006,0.985484
-0.8,0.8,1
0.105373,-0.017229,1.10839
0.149369,0.0579922,1.05934
-0.579584,0.424755,0.564473
-0.8,0.8,1
-0.540168,0.369541,0.491003
-0.579584,0.424755,0.564473
-0.771418,0.979209,1.155
-0.720464,0.923341,1.08956
-0.470711,0.375171,0.419281
-0.8,0.8,1
0.165837,-0.0298185,1.18704
0.105373,-0.017229,1.10839
0.222387,-0.105972,1.21871
0.165837,-0.0298185,1.18704
0.102461,0.276089,0.94026
-0.8,0.8,1
0.164636,0.343445,0.980229
0.102461,0.276089,0.94026
-0.160409,0.136844,1.03397
-0.113114,0.224944,1.03519
-0.836659,0.893651,0.835625
-0.831538,0.865666,0.931492
0.226132,0.402621,1.03235
-0.8,0.8,1
-0.438721,0.462069,0.381527
-0.470711,0.375171,0.419281
0.279195,0.44458,1.106
0.226132,0.402621,1.03235
0.350716,0.507643,1.13613
0.279195,0.44458,1.106
0.283053,-0.182396,1.2406
0.222387,-0.105972,1.21871
-0.671268,0.430579,0.524973
-0.579584,0.424755,0.564473
-0.582195,0.290674,0.446129
-0.540168,0.369541,0.491003
0.326936,-0.233802,1.1669
0.283053,-0.182396,1.2406
-0.566128,1.18037,1.02225
-0.8,0.8,1
-0.339398,0.450524,0.380241
-0.8,0.8,1
0.244326,0.0751737,0.893845
-0.8,0.8,1
0.212257,-0.225671,1.29641
0.283053,-0.182396,1.2406
0.418559,-0.241543,1.12759
0.326936,-0.233802,1.1669
0.445466,0.515013,1.16724
-0.8,0.8,1
-0.73754,0.368479,0.566825
-0.671268,0.430579,0.524973
0.43172,0.611081,1.19136
-0.8,0.8,1
-0.565549,1.03515,1.24764
