0.759431,-0.123407,-0.319292,-0.91478,0.887451,1.4097,-0.492874,0.818892,1.23232,20,1.21105
0.75903,-0.123193,-0.322405,-0.914557,0.887332,1.41143,-0.492874,0.818892,1.23232,20,1.22149
0.758564,-0.123315,-0.325782,-0.914298,0.8874,1.41331,-0.492874,0.818892,1.23232,20,1.23211
0.757927,-0.123186,-0.328611,-0.913944,0.887328,1.41488,-0.492874,0.818892,1.23232,20,1.24293
0.757248,-0.123311,-0.331601,-0.913567,0.887397,1.41654,-0.492874,0.818892,1.23232,20,1.25306
0.755511,-0.123014,-0.336925,-0.912602,0.887232,1.4195,-0.492874,0.818892,1.23232,20,1.26363
0.754574,-0.123024,-0.339467,-0.912081,0.887238,1.42091,-0.492874,0.818892,1.23232,20,1.27408
0.753348,-0.123025,-0.341825,-0.9114,0.887239,1.42222,-0.492874,0.818892,1.23232,20,1.28465
0.752126,-0.123006,-0.344126,-0.910721,0.887228,1.4235,-0.492874,0.818892,1.23232,20,1.29522
0.75086,-0.122899,-0.346306,-0.910018,0.887169,1.42471,-0.492874,0.818892,1.23232,20,1.30573
0.74849,-0.122338,-0.347313,-0.908701,0.886857,1.42527,-0.492874,0.818892,1.23232,20,1.31625
0.74793,-0.122976,-0.350268,-0.908391,0.887211,1.42691,-0.492874,0.818892,1.23232,20,1.32712
0.746378,-0.122892,-0.352176,-0.907528,0.887165,1.42797,-0.492874,0.818892,1.23232,20,1.3373
0.744646,-0.122957,-0.353944,-0.906566,0.887201,1.42895,-0.492874,0.818892,1.23232,20,1.34785
0.742789,-0.122922,-0.355552,-0.905534,0.887182,1.42985,-0.492874,0.818892,1.23232,20,1.35871
0.740997,-0.122977,-0.357119,-0.904539,0.887212,1.43072,-0.492874,0.818892,1.23232,20,1.36892
0.739027,-0.123137,-0.358669,-0.903444,0.887301,1.43158,-0.492874,0.818892,1.23232,20,1.37943
0.736913,-0.122978,-0.359974,-0.90227,0.887213,1.4323,-0.492874,0.818892,1.23232,20,1.39002
